_id_x,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,Neighborhood,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y,_id_y,Id,Estimate; Total,Margin of Error; Total
3156893,324374740,23172864,6,2023-10-30T22:00:00,"200 Block 40th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,902.0,,,,,18,18,4775.0,383.429263359
3156912,324643532,23174739,6,2023-11-01T18:00:00,"4100 Block Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,901.0,7.0,2.0,-79.96411365905745,40.47152044786417,18,18,4775.0,383.429263359
3157072,323659188,23163463,27,2023-10-14T15:01:00,"4100 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,902.0,7.0,2.0,-79.96110564832222,40.469425810563976,18,18,4775.0,383.429263359
3157209,324250441,23171784,10,2023-10-28T23:24:00,"4500 Block Butler St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,901.0,7.0,2.0,-79.9590062168043,40.47210541039599,18,18,4775.0,383.429263359
3157239,323782974,23167892,18,2023-10-22T13:30:00,"Geneva St & Main St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,902.0,7.0,2.0,-79.9564974065518,40.466615030577024,18,18,4775.0,383.429263359
3157309,322802526,23159553,14,2023-10-07T01:25:00,"100 Block 44th St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,901.0,7.0,2.0,-79.96281719043934,40.47348919954839,18,18,4775.0,383.429263359
3157319,323881116,23168588,0,2023-10-23T18:32:00,"100 Block 47th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9998 Overdose Other,901.0,,,,,18,18,4775.0,383.429263359
3157435,324185752,23170827,27,2023-10-27T11:55:00,"40th St & Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901.0,7.0,2.0,-79.96497382950207,40.470862553352525,18,18,4775.0,383.429263359
3157472,324478668,23173160,10,2023-10-23T23:30:00,"Eden  Way Pittsburgh, PA 15201",Y,Central Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",901.0,,,,,18,18,4775.0,383.429263359
3157722,324511278,23173634,99,2023-11-01T11:09:00,"4900 Block Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AIDED CASE,9497 Aided Case,901.0,7.0,2.0,-79.95748392232689,40.47751001163614,18,18,4775.0,383.429263359
3157771,324749250,23176047,10,2023-11-03T19:00:00,"Penn Ave & N Mathilda St Pittsburgh, PA 15224",N,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,902.0,7.0,2.0,-79.9464499524183,40.46547442732796,18,18,4775.0,383.429263359
3157871,323512584,23165167,0,2023-10-17T17:00:00,"4400 Block Penn Ave Pittsburgh, PA 15224",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): ,902.0,7.0,2.0,-79.95327191173223,40.465971421606106,18,18,4775.0,383.429263359
3158133,323755936,23167475,16,2023-10-21T20:06:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,SOLICITING ANOTHER TO PATRONIZE A PROSTITUTE,5902(b)(4) Soliciting another to patronize a prostitute,902.0,7.0,2.0,-79.96168070370373,40.46870105184571,18,18,4775.0,383.429263359
3155057,323289838,23163114,99,2023-10-13T21:52:00,"900 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2020.0,2.0,5.0,-80.03968623077861,40.44347774987362,30,30,2491.0,405.687071522
3155289,324037829,23169534,99,2023-10-25T11:47:00,"600 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2020.0,2.0,5.0,-80.03850261741465,40.44561499762119,30,30,2491.0,405.687071522
3155458,323503016,23162973,6,2023-10-13T13:18:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Elliott,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,103.0,6.0,6.0,-79.99318468129471,40.43507182089466,30,30,2491.0,405.687071522
3155489,323382227,23164286,6,2023-10-16T09:30:00,"800 Block Wymore St Pittsburgh, PA 15220",N,Elliott,6,THEFT FROM AUTO,3934 Theft from Vehicle / 901 Criminal Attempt,2020.0,2.0,5.0,-80.04217917430283,40.4407837310399,30,30,2491.0,405.687071522
3155502,324685410,23175075,27,2023-11-03T19:15:00,"300 Block Marlow St Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020.0,,,,,30,30,2491.0,405.687071522
3155528,323344420,23164038,5,2023-10-15T18:41:00,"900 Block Wilhelm St Pittsburgh, PA 15220",N,Elliott,6,BURGLARY,3502 Burglary.,2020.0,2.0,5.0,-80.03760953341691,40.44466309872215,30,30,2491.0,405.687071522
3155529,323381689,23164287,6,2023-10-16T06:30:00,"1300 Block Hassler St Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2020.0,,,,,30,30,2491.0,405.687071522
3155545,323447751,23164749,10,2023-10-17T02:35:00,"Lakewood St & Milford Way Pittsburgh, PA 15220",N,Elliott,6,SIMPLE ASSAULT,2701 Simple Assault.,2020.0,2.0,5.0,-80.04149175617711,40.44919767730453,30,30,2491.0,405.687071522
3155673,324241872,23171631,6,2023-10-28T19:10:00,"1000 Block Harker St Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2020.0,2.0,5.0,-80.0432214603312,40.44249792644841,30,30,2491.0,405.687071522
3155777,323382211,23164274,27,2023-10-16T09:08:00,"500 Block Weston Way Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020.0,,,,,30,30,2491.0,405.687071522
3155779,323403753,23164375,99,2023-10-16T13:17:00,"900 Block Wilhelm St Pittsburgh, PA 15220",Y,Elliott,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2020.0,2.0,5.0,-80.03760953341691,40.44466309872215,30,30,2491.0,405.687071522
3155886,323355685,23164140,6,2023-10-15T23:41:00,"1000 Block Herschel St Pittsburgh, PA 15220",N,Elliott,6,THEFT FROM AUTO,3934 Theft from Vehicle,2020.0,2.0,5.0,-80.04438755828896,40.44169026505238,30,30,2491.0,405.687071522
3155912,324251471,23171941,10,2023-10-29T04:18:00,"400 Block Lorenz Ave Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2020.0,2.0,5.0,-80.03716216377572,40.44652105502188,30,30,2491.0,405.687071522
3155925,323438842,23164586,10,2023-10-16T19:14:00,"800 Block Ernie St Pittsburgh, PA 15220",Y,Elliott,6,HARRASSMENT,2709(a) Harassment.,2020.0,,,,,30,30,2491.0,405.687071522
3155936,323660851,23166342,0,2023-10-19T19:50:00,"800 Block Ernie St Pittsburgh, PA 15220",Y,Elliott,6,99,9999 9999 - (Misc. Incident): ,2020.0,,,,,30,30,2491.0,405.687071522
3156049,324052348,23169764,27,2023-10-24T23:00:00,"Lorenz Ave & Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020.0,2.0,5.0,-80.04063346074352,40.44398097518158,30,30,2491.0,405.687071522
3156064,323685554,23164934,6,2023-10-17T11:54:00,"1200 Block Gelston St Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2020.0,2.0,5.0,-80.04441897101997,40.44144650735031,30,30,2491.0,405.687071522
3156391,323266944,23162748,99,2023-10-13T11:28:00,"1000 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,MENTAL 201/302,9498 302 (Mental),2020.0,2.0,5.0,-80.04064908947349,40.44423846189816,30,30,2491.0,405.687071522
3156483,-3579053911,23173715,99,2023-11-01T13:27:00,"900 Block Uvilla St Pittsburgh, PA 15220",N,Elliott,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2020.0,2.0,5.0,-80.03731898985718,40.44487095115954,30,30,2491.0,405.687071522
3156573,324060729,23169867,6,2023-10-25T16:00:00,"700 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2020.0,2.0,5.0,-80.0390255071522,40.445067676251256,30,30,2491.0,405.687071522
3156601,323284913,23162973,6,2023-10-13T13:18:00,"1200 Block Lakewood St Pittsburgh, PA 15220",Y,Elliott,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,103.0,2.0,5.0,-80.0412152803866,40.44798372394515,30,30,2491.0,405.687071522
3156633,324130715,23170472,0,2023-10-26T19:25:00,"300 Block Herschel St Pittsburgh, PA 15220",N,Elliott,6,99,9994 PFA Service,2020.0,2.0,5.0,-80.0366007039509,40.43774074851092,30,30,2491.0,405.687071522
3157076,323976907,23169033,24,2023-10-24T18:29:00,"1200 Block Strahley Pl Pittsburgh, PA 15220",Y,Elliott,6,FALSE ALARMS AGENCIES PUB SAF,4905 False Alarms to Agencies of Public Safety. / 4906 False Reports to Law Enforcement Authorities.,2020.0,2.0,5.0,-80.0425333223607,40.4462660730172,30,30,2491.0,405.687071522
3157100,323671274,23166501,99,2023-10-20T03:55:00,"700 Block Lorenz Ave Pittsburgh, PA 15220",Y,Elliott,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2020.0,2.0,5.0,-80.0390255071522,40.445067676251256,30,30,2491.0,405.687071522
3157172,323888900,23168683,99,2023-10-23T21:47:00,"300 Block Lamarido St Pittsburgh, PA 15226",N,Elliott,6,AIDED CASE,9497 Aided Case,2020.0,4.0,5.0,-80.0180780440246,40.40035183133007,30,30,2491.0,405.687071522
3157349,324180659,23170784,0,2023-10-27T11:00:00,"300 Block Herschel St Pittsburgh, PA 15220",N,Elliott,6,99,9994 PFA Service,2020.0,2.0,5.0,-80.0366007039509,40.43774074851092,30,30,2491.0,405.687071522
3157773,323518654,23165291,3,2023-10-18T01:41:00,"900 Block Harker St Pittsburgh, PA 15220",N,Elliott,6,ROBBERY,3701 Robbery. / 3702 Robbery of Motor Vehicle.,2020.0,2.0,5.0,-80.04246416343287,40.44167749731688,30,30,2491.0,405.687071522
3157981,323338876,23163964,29,2023-10-15T15:45:00,"900 Block Woodlow St Pittsburgh, PA 15205",N,Elliott,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2020.0,2.0,5.0,-80.05235068795939,40.44581914329684,30,30,2491.0,405.687071522
3158006,323086174,23161474,18,2023-10-11T07:30:00,"900 Block Wilhelm St Pittsburgh, PA 15220",Y,Elliott,6,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance,2020.0,2.0,5.0,-80.03760953341691,40.44466309872215,30,30,2491.0,405.687071522
3158057,324476964,23173541,99,2023-11-01T06:30:00,"1000 Block Valonia St Pittsburgh, PA 15220",N,Elliott,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2020.0,2.0,5.0,-80.03693709164462,40.44649006172549,30,30,2491.0,405.687071522
3158124,322781958,23159166,0,2023-10-06T16:40:00,"800 Block Ernie St Pittsburgh, PA 15220",N,Elliott,6,99,9999 9999 - (Misc. Incident): ,2020.0,,,,,30,30,2491.0,405.687071522
3158160,323968012,23169067,99,2023-10-24T16:21:00,"800 Block Ernie St Pittsburgh, PA 15220",N,Elliott,6,AIDED CASE,9497 Aided Case,2020.0,,,,,30,30,2491.0,405.687071522
3155058,323290012,23163120,99,2023-10-13T22:23:00,"100 Block Oakbrook Cir Pittsburgh, PA 15220",N,Westwood,6,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2811.0,,,,,90,90,3537.0,407.982842777
3155095,322796019,23159496,99,2023-10-07T06:50:00,"10 Block Clearview Ave Pittsburgh, PA 15205",N,Westwood,6,MENTAL 201/302,9498 302 (Mental),2811.0,,,-80.0512523428388,40.42540137422078,90,90,3537.0,407.982842777
3155159,323516972,23165252,99,2023-10-17T23:49:00,"1400 Block Hyde St Pittsburgh, PA 15205",N,Westwood,6,AIDED CASE,9497 Aided Case,2811.0,2.0,5.0,-80.05473922493081,40.43410005406315,90,90,3537.0,407.982842777
3155260,323596590,23165895,99,2023-10-19T02:18:00,"2200 Block Noblestown Rd Pittsburgh, PA 15205",N,Westwood,6,MISCELLANEOUS FIRE VEH INVEST CONTINUED,9122 Miscellaneous Fire Vehicle Investigation to Continue,2811.0,2.0,5.0,-80.05391184079421,40.43008043997306,90,90,3537.0,407.982842777
3156045,322923480,23160744,0,2023-10-09T19:03:00,"1300 Block Hyde St Pittsburgh, PA 15205",Y,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811.0,,,,,90,90,3537.0,407.982842777
3156053,-3556089507,23169978,14,2023-10-26T02:30:00,"2400 Block Noblestown Rd Pittsburgh, PA 15205",N,Westwood,6,CRIM MISCHIEF,3304 Criminal Mischief.,2811.0,2.0,5.0,-80.05599062291145,40.4268912323432,90,90,3537.0,407.982842777
3156253,324366434,23172807,27,2023-10-30T20:30:00,"Brett St & Chessland St Pittsburgh, PA 15205",N,Westwood,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2811.0,2.0,5.0,-80.05608458939075,40.42905638452447,90,90,3537.0,407.982842777
3156802,324753028,23176095,0,2023-11-05T19:40:00,"1900 Block Noblestown Rd Pittsburgh, PA 15205",Y,Westwood,6,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,2811.0,2.0,5.0,-80.05204204756394,40.43598383960359,90,90,3537.0,407.982842777
3157405,324202331,23171017,10,2023-10-27T18:21:00,"600 Block Greentree Rd Pittsburgh, PA 15220",N,Westwood,6,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2811.0,2.0,5.0,-80.03914624738347,40.43241635043904,90,90,3537.0,407.982842777
3157425,322885508,23160492,27,2023-10-09T09:00:00,"400 Block Shadyhill Rd Pittsburgh, PA 15205",N,Westwood,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2811.0,2.0,5.0,-80.04854426413267,40.432627657515695,90,90,3537.0,407.982842777
3157456,323831715,23165358,5,2023-10-18T06:38:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Westwood,2,BURGLARY,"3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 6301 Corruption of Minors.",103.0,6.0,6.0,-79.99318468129471,40.43507182089466,90,90,3537.0,407.982842777
3157515,323836366,23168311,0,2023-10-23T11:30:00,"1300 Block Denisonview St Pittsburgh, PA 15205",N,Westwood,6,99,9994 PFA Service,2811.0,2.0,5.0,-80.04939215716624,40.43579633802228,90,90,3537.0,407.982842777
3157551,323730062,23167122,26,2023-10-21T03:47:00,"600 Block Noblestown Rd Pittsburgh, PA 15106",N,Westwood,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2811.0,2.0,5.0,-80.03966593254377,40.43723612503076,90,90,3537.0,407.982842777
3157650,323142184,23161472,99,2023-10-11T06:07:00,"200 Block Hartwell St Pittsburgh, PA 15205",N,Westwood,6,AIDED CASE,9497 Aided Case,2811.0,2.0,5.0,-80.05044828305181,40.43595714269114,90,90,3537.0,407.982842777
3157701,323585871,23165653,99,2023-10-18T16:41:00,"1000 Block Jerome St Pittsburgh, PA 15220",N,Westwood,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2811.0,2.0,5.0,-80.04315508624717,40.43259502173995,90,90,3537.0,407.982842777
3157718,323276105,23162850,0,2023-10-13T14:13:00,"1800 Block Brett St Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811.0,,,,,90,90,3537.0,407.982842777
3158028,323531088,23165358,5,2023-10-18T06:38:00,"1300 Block Ledgedale St Pittsburgh, PA 15205",Y,Westwood,2,BURGLARY,"3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",103.0,,,,,90,90,3537.0,407.982842777
3155060,323669856,23166441,99,2023-10-19T23:48:00,"7700 Block Brashear St Pittsburgh, PA 15221",N,Point Breeze,4,MENTAL 201/302,9498 302 (Mental),1406.0,9.0,3.0,-79.89465010872318,40.44493443611808,64,64,5414.0,333.9550868
3155221,323737271,23167173,27,2023-10-21T08:00:00,"Forbes Ave & East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1406.0,9.0,3.0,-79.89648734098401,40.43973400699184,64,64,5414.0,333.9550868
3155249,323180797,23162110,11,2023-10-11T07:00:00,"100 Block S Lexington St Pittsburgh, PA 15208",N,Point Breeze,4,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,1406.0,9.0,3.0,-79.89974886711073,40.44869035940491,64,64,5414.0,333.9550868
3155338,323334332,23163920,0,2023-10-15T13:16:00,"Beechwood Blvd & Reynolds St Pittsburgh, PA 15206",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1404.0,8.0,3.0,-79.9151711023555,40.45300333958086,64,64,5414.0,333.9550868
3155648,324102986,23170125,9,2023-10-26T09:30:00,"7000 Block Willard St Pittsburgh, PA 15208",N,Point Breeze,4,FORGERY,4101 Forgery. / 4120 Identity Theft / 4106 Access Device Fraud,1406.0,9.0,3.0,-79.90871658387287,40.44608127214288,64,64,5414.0,333.9550868
3155652,-3724000269,23170713,6,2023-10-27T08:58:00,"200 Block Carnegie Pl Pittsburgh, PA 15208",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1406.0,9.0,3.0,-79.89883207175076,40.447230344973846,64,64,5414.0,333.9550868
3155889,324751610,23176126,10,2023-11-05T20:21:00,"1000 Block Shady Ave Pittsburgh, PA 15232",N,Point Breeze,4,SIMPLE ASSAULT,2701 Simple Assault. / 607.03 Discharging Firearm or Airgun,1404.0,,,,,64,64,5414.0,333.9550868
3155900,322977629,23161017,99,2023-10-10T10:05:00,"100 Block Lang Ct Pittsburgh, PA 15208",N,Point Breeze,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1406.0,8.0,3.0,-79.90528062121378,40.44893548512622,64,64,5414.0,333.9550868
3156340,324260429,23172045,5,2023-10-28T00:10:00,"100 Block S Homewood Ave Pittsburgh, PA 15208",N,Point Breeze,4,BURGLARY,3502 Burglary.,1406.0,9.0,2.0,-79.89551613562628,40.458943287131255,64,64,5414.0,333.9550868
3156502,323201047,23159000,0,2023-10-06T10:20:00,"Forbes Ave & S Dallas Ave Pittsburgh, PA 15217",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): Non-Reportable Accident,1406.0,5.0,3.0,-79.91308617335629,40.43803580248449,64,64,5414.0,333.9550868
3156998,323874788,23166961,27,2023-10-21T21:40:00,"Reynolds St & S Linden Ave Pittsburgh, PA 15206",N,Point Breeze,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1404.0,8.0,3.0,-79.91300929148858,40.44973236367432,64,64,5414.0,333.9550868
3157053,323563853,23165493,0,2023-10-18T11:35:00,"7000 Block Penn Ave Pittsburgh, PA 15208",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1406.0,8.0,3.0,-79.90630830661861,40.45084965979839,64,64,5414.0,333.9550868
3157098,323664700,23166357,0,2023-10-19T19:57:00,"7700 Block Brashear St Pittsburgh, PA 15221",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1406.0,9.0,3.0,-79.89465010872318,40.44493443611808,64,64,5414.0,333.9550868
3157406,324203030,23171046,14,2023-10-27T19:20:00,"300 Block S Lang Ave Pittsburgh, PA 15208",N,Point Breeze,4,CRIM MISCHIEF,3304 Criminal Mischief.,1406.0,8.0,3.0,-79.90529051702214,40.448581364508094,64,64,5414.0,333.9550868
3157641,324038874,23169605,10,2023-10-25T12:00:00,"200 Block Conover Rd Pittsburgh, PA 15206",N,Point Breeze,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1404.0,8.0,3.0,-79.91199260700925,40.45269727153326,64,64,5414.0,333.9550868
3157671,323334597,23163924,26,2023-10-15T06:03:00,"1200 Block Shady Ave Pittsburgh, PA 15232",N,Point Breeze,4,CRIMINAL TRESPASS,5506 Loitering and Prowling at Night / 3503 Criminal Trespass,1404.0,8.0,3.0,-79.92192981255215,40.44745298361286,64,64,5414.0,333.9550868
3157864,323948877,23168939,6,2023-10-24T08:00:00,"100 Block Elysian St Pittsburgh, PA 15206",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1404.0,8.0,3.0,-79.9142776967241,40.45374194576018,64,64,5414.0,333.9550868
3157887,323093883,23161578,10,2023-10-11T10:55:00,"1000 Block Beechwood Blvd Pittsburgh, PA 15206",Y,Point Breeze,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 9999 9999 - (Misc. Incident): Neighbor dispute over property lines",1404.0,,,,,64,64,5414.0,333.9550868
3158104,323962528,23169051,27,2023-10-24T14:20:00,"Penn Ave & N Dallas Ave Pittsburgh, PA 15208",N,Point Breeze,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1404.0,8.0,3.0,-79.90819455788883,40.451494575066846,64,64,5414.0,333.9550868
3155066,322806898,23159674,6,2023-10-07T16:06:00,"1100 Block W North Ave Pittsburgh, PA 15233",N,Manchester,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2107.0,,,,,49,49,1944.0,257.099202644
3155227,323504636,23165059,27,2023-10-17T16:20:00,"Western Ave & Fulton St Pittsburgh, PA 15233",N,Manchester,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2107.0,6.0,1.0,-80.02357631920916,40.45065536026576,49,49,1944.0,257.099202644
3155332,323286857,23163052,0,2023-10-13T19:40:00,"1500 Block Sedgwick St Pittsburgh, PA 15233",N,Manchester,1,99,9998 Overdose Other,2107.0,6.0,1.0,-80.02276871362555,40.45572268721956,49,49,1944.0,257.099202644
3155578,324629735,23174595,6,2023-11-02T23:45:00,"Fulton St & Page St Pittsburgh, PA 15233",N,Manchester,1,THEFT FROM AUTO,3934 Theft from Vehicle,2107.0,6.0,1.0,-80.02385993486092,40.45160466353328,49,49,1944.0,257.099202644
3155677,324748035,23195998,5,2023-11-05T15:49:00,"1400 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief. / 5503 Disorderly Conduct.,2107.0,6.0,1.0,-80.02606510505758,40.45310468603563,49,49,1944.0,257.099202644
3155770,322973319,23160344,0,2023-10-08T22:31:00,"1000 Block Western Ave Pittsburgh, PA 15233",N,Manchester,1,99,8106 Shots Fired,2107.0,6.0,1.0,-80.01893797512486,40.45152717945607,49,49,1944.0,257.099202644
3155976,323556197,23165442,99,2023-10-18T10:28:00,"1200 Block Liverpool St Pittsburgh, PA 15233",Y,Manchester,1,AIDED CASE,9497 Aided Case,2107.0,6.0,1.0,-80.02278714595992,40.45569952501382,49,49,1944.0,257.099202644
3156196,324264700,23172094,99,2023-10-29T13:12:00,"1000 Block Manhattan St Pittsburgh, PA 15233",Y,Manchester,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2107.0,6.0,1.0,-80.02542718368707,40.45134086601124,49,49,1944.0,257.099202644
3156207,322838186,23160153,27,2023-10-08T15:15:00,"1600 Block Chateau St Pittsburgh, PA 15233",N,Manchester,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2107.0,6.0,1.0,-80.02886424622456,40.45555814443342,49,49,1944.0,257.099202644
3156255,323985610,23169331,6,2023-10-24T23:53:00,"3400 Block 5th Ave Pittsburgh, PA 15213",Y,Manchester,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,402.0,6.0,3.0,-79.9618828786591,40.43912092135613,49,49,1944.0,257.099202644
3156256,324016643,23169331,6,2023-10-25T08:26:00,"1000 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,4,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 3928 Unauthorized Use of Automobile and Other Vehicles. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",402.0,,,,,49,49,1944.0,257.099202644
3156257,324018045,22160894,6,2023-10-25T08:26:00,"1000 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2107.0,,,,,49,49,1944.0,257.099202644
3156425,322808733,23159743,6,2023-10-07T18:07:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2107.0,,,,,49,49,1944.0,257.099202644
3156433,323282067,23162912,27,2023-10-13T14:30:00,"Fontella St & Sheffield St Pittsburgh, PA 15233",N,Manchester,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2107.0,6.0,1.0,-80.02257688045997,40.45374355988097,49,49,1944.0,257.099202644
3156435,323283743,23162960,6,2023-10-13T17:02:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2107.0,,,,,49,49,1944.0,257.099202644
3156442,323311511,23163483,6,2023-10-14T15:40:00,"1000 Block Allegheny Ave Pittsburgh, PA 15233",N,Manchester,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2107.0,1.0,1.0,-80.01924310247175,40.45256549547038,49,49,1944.0,257.099202644
3156452,324055844,23167048,4,2023-10-25T20:22:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Manchester,2,AGG-ASSAULT,2702 Aggravated Assault. / 3502 Burglary. / 901 Criminal Attempt,201.0,6.0,6.0,-79.99688178462712,40.43480407292362,49,49,1944.0,257.099202644
3156453,324055940,23167953,1,2023-10-25T20:22:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Manchester,2,CRIMINAL HOMICIDE,"2501 Criminal Homicide. / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",201.0,6.0,6.0,-79.99688178462712,40.43480407292362,49,49,1944.0,257.099202644
